0.019608	827.066513
0.039216	853.364091
0.058824	878.892734
0.078431	903.652441
0.098039	927.643214
0.117647	950.865052
0.137255	973.317955
0.156863	995.001922
0.176471	1015.916955
0.196078	1036.063053
0.215686	1055.440215
0.235294	1074.048443
0.254902	1091.887735
0.274510	1108.958093
0.294118	1125.259516
0.313725	1140.792003
0.333333	1155.555556
0.352941	1169.550173
0.372549	1182.775855
0.392157	1195.232603
0.411765	1206.920415
0.431373	1217.839293
0.450980	1227.989235
0.470588	1237.370242
0.490196	1245.982314
0.509804	1253.825452
0.529412	988.235294
0.549020	980.392157
0.568627	972.549020
0.588235	964.705882
0.607843	956.862745
0.627451	949.019608
0.647059	941.176471
0.666667	933.333333
0.686275	925.490196
0.705882	917.647059
0.725490	909.803922
0.745098	901.960784
0.764706	894.117647
0.784314	886.274510
0.803922	878.431373
0.823529	870.588235
0.843137	862.745098
0.862745	854.901961
0.882353	847.058824
0.901961	839.215686
0.921569	831.372549
0.941176	823.529412
0.960784	815.686275
